name	strain_name	ST	Revised_Source_Niche	Revised_Source_Type	Intestinal_or_Extraintestinal	Collection_Year	Collection	State	Biosample number	Assembly accession	SRA Accession	Bio Project ID	IncF_RST	cgMLST cluster (40 allelic distance)	PopPunk Cluster (Clusters merged by PopPunk are separated by underscores)																																																				
TEA_E5938	E5938	394	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082878	GCA_902842295.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	67																																																				
TEA_E5939	E5939	469	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082519	GCA_902838855.1	NA	PRJEB34791	F57*:A-:B67*	Unclustered (Singleton)	1503																																																				
TEA_E5948	E5948	2521	Environmental	Water	Other	2013	TEA	QLD	SAMEA6083020	GCA_902844005.1	NA	PRJEB34791	F56:A6:B26*	52	139																																																				
TEA_E5953	E5953	392	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082724	GCA_902840915.1	NA	PRJEB34791	F75:A19:B24	Unclustered (Singleton)	42																																																				
TEA_E5955	E5955	164	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082682	GCA_902840345.1	NA	PRJEB34791	C1:A-:B16	Unclustered (Singleton)	38																																																				
TEA_E5976	E5976	6958	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082780	GCA_902841545.1	NA	PRJEB34791	F19*:A-:B54*	181	115_925																																																				
TEA_E5993	E5993	111	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082816	GCA_902841795.1	NA	PRJEB34791	F82?*:A-:B52*	Unclustered (Singleton)	152																																																				
TEA_E600	E600	6972	Environmental	Water	Other	2003	TEA	NSW	SAMEA6083135	GCA_902845195.1	NA	PRJEB34791	F84*:A19*:B59*	Unclustered (Singleton)	1502																																																				
TEA_E6003	E6003	549	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082927	GCA_902842975.1	NA	PRJEB34791	F-:A-:B-	159	336																																																				
TEA_E6007	E6007	316	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082824	GCA_902841895.1	NA	PRJEB34791	C1:A6:B16*	Unclustered (Singleton)	26																																																				
TEA_E6042	E6042	6967	Environmental	Water	Other	2013	TEA	QLD	SAMEA6083324	GCA_902847205.1	NA	PRJEB34791	F66*:A-:B-	Unclustered (Singleton)	1501																																																				
TEA_E6062	E6062	129	Environmental	Water	Other	2013	TEA	QLD	SAMEA6083096	GCA_902844635.1	NA	PRJEB34791	F111?*:A-:B52*	Unclustered (Singleton)	175																																																				
TEA_E6082	E6082	6965	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082898	GCA_902842585.1	NA	PRJEB34791	F18?*:A-:B59*	Unclustered (Singleton)	115_925																																																				
TEA_E6181	E6181	6970	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083163	GCA_902845455.1	NA	PRJEB34791	C1*:A-:B59*	Unclustered (Singleton)	787																																																				
TEA_E6249	E6249	2847	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082595	GCA_902839595.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	378																																																				
TEA_E6387	E6387	5798	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083575	GCA_902849655.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	392																																																				
TEA_E6389	E6389	9137	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082803	GCA_902841685.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	1500																																																				
TEA_E6649	E6649	1386	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082930	GCA_902843045.1	NA	PRJEB34791	F2:A-:B-	Unclustered (Singleton)	1175																																																				
TEA_E6705	E6705	Novel - reads unavailable for assignment in Enterobase	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083520	GCA_902848985.1	NA	PRJEB34791	C1*:A-:B59*	Unclustered (Singleton)	1410																																																				
TEA_E6882	E6882	10	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083017	GCA_902843985.1	NA	PRJEB34791	F2:A6:B59*	Unclustered (Singleton)	5_1020_1036_1160																																																				
TEA_E7041	E7041	2485	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082678	GCA_902840355.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	440_1212																																																				
TEA_E7087	E7087	95	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082458	GCA_902838235.1	NA	PRJEB34791	F29:A-:B10	498	9_1394																																																				
TEA_E7090	E7090	6969	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082446	GCA_902838125.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	1499																																																				
TEA_E7112	E7112	361	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082480	GCA_902838315.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	86																																																				
TEA_E7143	E7143	6340	Environmental	Water	Other	2013	TEA	QLD	SAMEA6083613	GCA_902850115.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	1410																																																				
TEA_E7147	E7147	5853	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082726	GCA_902840905.1	NA	PRJEB34791	F40*:A-:B-	Unclustered (Singleton)	538																																																				
TEA_E7180	E7180	1706	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082635	GCA_902839955.1	NA	PRJEB34791	F68*:A-:B56*	Unclustered (Singleton)	616																																																				
TEA_E7185	E7185	10	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082734	GCA_902841035.1	NA	PRJEB34791	F-:A-:B-	296	5_1020_1036_1160																																																				
TEA_E7188	E7188	962	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082852	GCA_902842165.1	NA	PRJEB34791	F59?*:A-:B48*	Unclustered (Singleton)	1498																																																				
TEA_E7193	E7193	3640	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082558	GCA_902839275.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	1042																																																				
TEA_E7207	E7207	602	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082684	GCA_902840245.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	80																																																				
TEA_E7242	E7242	681	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082615	GCA_902839755.1	NA	PRJEB34791	F64*:A-:B27	Unclustered (Singleton)	184																																																				
TEA_E7253	E7253	3646	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082594	GCA_902839585.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	1269																																																				
TEA_E7267	E7267	10	Environmental	Water	Other	2013	TEA	QLD	SAMEA6083219	GCA_902846115.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	5_1020_1036_1160																																																				
TEA_E7285	E7285	48	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082924	GCA_902844875.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	46_970_1117_1220_1279																																																				
TEA_E7322	E7322	201	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082904	GCA_902842765.1	NA	PRJEB34791	C4:A-:B24	722	18																																																				
TEA_E7355	E7355	58	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083394	GCA_902847875.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	11																																																				
TEA_E7411	E7411	1423	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082906	GCA_902842845.1	NA	PRJEB34791	F56:A6:B16	Unclustered (Singleton)	341																																																				
TEA_E7412	E7412	38	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082707	GCA_902840685.1	NA	PRJEB34791	F40/C1*:A-:B59*	Unclustered (Singleton)	20_785																																																				
TEA_E7542	E7542	6189	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082705	GCA_902840695.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	1113																																																				
TEA_E7553	E7553	453	Environmental	Water	Other	2013	TEA	QLD	SAMEA6083256	GCA_902846575.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	29_1156																																																				
TEA_E7562	E7562	937	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082746	GCA_902841025.1	NA	PRJEB34791	F30*:A-:B-	Unclustered (Singleton)	112																																																				
TEA_E7564	E7564	1423	Environmental	Water	Other	2013	TEA	QLD	SAMEA6083026	GCA_902843855.1	NA	PRJEB34791	F112:A-:B40	Unclustered (Singleton)	341																																																				
TEA_E7591	E7591	3307	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082408	GCA_902837685.1	NA	PRJEB34791	F59*:A-:B56*	Unclustered (Singleton)	1408																																																				
TEA_E7603	E7603	569	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082522	GCA_902838995.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	78																																																				
TEA_E7615	E7615	95	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082401	GCA_902837655.1	NA	PRJEB34791	F24:A-:B1	Unclustered (Singleton)	9_1394																																																				
TEA_E7618	E7618	906	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082449	GCA_902838135.1	NA	PRJEB34791	F40:A-:B20	Unclustered (Singleton)	38																																																				
TEA_E7641	E7641	6341	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083546	GCA_902849175.1	NA	PRJEB34791	F2:A-:B59*	Unclustered (Singleton)	1410																																																				
TEA_E7645	E7645	5663	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082856	GCA_902842085.1	NA	PRJEB34791	F24*:A-:B-	Unclustered (Singleton)	1300																																																				
TEA_E7648	E7648	967	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083602	GCA_902850055.1	NA	PRJEB34791	F89:A-:B77*	Unclustered (Singleton)	404																																																				
TEA_E7715	E7715	57	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082980	GCA_902843505.1	NA	PRJEB34791	C4:A-:B1	68	120																																																				
TEA_E7727	E7727	3307	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082396	GCA_902837715.1	NA	PRJEB34791	F59*:A-:B56*	Unclustered (Singleton)	1408																																																				
TEA_E7812	E7812	1938	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082727	GCA_902840875.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	1497																																																				
TEA_E7861	E7861	2	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082929	GCA_902842925.1	NA	PRJEB34791	F112:A6*:B42	Unclustered (Singleton)	224																																																				
TEA_E8084	E8084	69	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082496	GCA_902838585.1	NA	PRJEB34791	F56:A6:B26*	Unclustered (Singleton)	10																																																				
TEA_E8085	E8085	348	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083331	GCA_902847235.1	NA	PRJEB34791	F40:A-:B59*	Unclustered (Singleton)	69																																																				
TEA_E8272	E8272	1494	Environmental	Water	Other	2013	TEA	QLD	SAMEA6083292	GCA_902846935.1	NA	PRJEB34791	F-:A-:B-	341	225																																																				
TEA_E8279	E8279	6949	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082811	GCA_902841725.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	1496																																																				
TEA_E8382	E8382	10	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083370	GCA_902847745.1	NA	PRJEB34791	F17*:A-:B79*	Unclustered (Singleton)	5_1020_1036_1160																																																				
TEA_E8383	E8383	1727	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083037	GCA_902844155.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	91																																																				
TEA_E8416	E8416	Novel - reads unavailable for assignment in Enterobase	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083019	GCA_902843905.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	112																																																				
TEA_E8483	E8483	297	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082503	GCA_902838755.1	NA	PRJEB34791	C4:A-:B24	Unclustered (Singleton)	33																																																				
TEA_E8487	E8487	6971	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082957	GCA_902843395.1	NA	PRJEB34791	F2:A-:B56*	Unclustered (Singleton)	115_925																																																				
TEA_E8488	E8488	4038	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082540	GCA_902839075.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	216																																																				
TEA_E8492	E8492	156	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082499	GCA_902838495.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	69																																																				
TEA_E8495	E8495	2768	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082589	GCA_902839515.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	1423																																																				
TEA_E8496	E8496	4038	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082665	GCA_902840285.1	NA	PRJEB34791	F18*:A19?*:B-	Unclustered (Singleton)	216																																																				
TEA_E8580	E8580	4088	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082566	GCA_902839135.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	1495																																																				
TEA_E8599	E8599	124	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082991	GCA_902843685.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	405																																																				
TEA_E8600	E8600	2207	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082723	GCA_902840745.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	28_741_1324																																																				
TEA_E8610	E8610	906	Environmental	Water	Other	2013	TEA	QLD	SAMEA6083067	GCA_902844295.1	NA	PRJEB34791	F19*:A-:B42	Unclustered (Singleton)	38																																																				
TEA_E8612	E8612	349	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082653	GCA_902840145.1	NA	PRJEB34791	F-:A-:B-	606	73_955																																																				
TEA_E8619	E8619	1276	Environmental	Water	Other	2013	TEA	QLD	SAMEA6083532	GCA_902849225.1	NA	PRJEB34791	F18:A-:B1	Unclustered (Singleton)	758																																																				
TEA_E8621	E8621	28	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082526	GCA_902839015.1	NA	PRJEB34791	F108?*:A-:B56*	Unclustered (Singleton)	52																																																				
TEA_E8647	E8647	162	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082922	GCA_902844935.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	18																																																				
TEA_E8659	E8659	2521	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082983	GCA_902843515.1	NA	PRJEB34791	F10*:A-:B43*	52	139																																																				
TEA_E8660	E8660	10	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083334	GCA_902847325.1	NA	PRJEB34791	F17*:A-:B72*	Unclustered (Singleton)	5_1020_1036_1160																																																				
TEA_E8707	E8707	69	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082591	GCA_902839485.1	NA	PRJEB34791	F-:A-:B-	221	460																																																				
TEA_E8732	E8732	6958	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082613	GCA_902839765.1	NA	PRJEB34791	F-:A-:B-	82	115_925																																																				
TEA_E8766	E8766	1619	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082424	GCA_902837895.1	NA	PRJEB34791	F13:A-:B7*	Unclustered (Singleton)	9_1394																																																				
TEA_E8769	E8769	657	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083558	GCA_902849415.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	173																																																				
TEA_E8784	E8784	5765	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082844	GCA_902842225.1	NA	PRJEB34791	F43*:A-:B25	Unclustered (Singleton)	33																																																				
TEA_E8792	E8792	5281	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082868	GCA_902842405.1	NA	PRJEB34791	C5:A-:B79*	Unclustered (Singleton)	801																																																				
TEA_E8797	E8797	973	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083157	GCA_902845405.1	NA	PRJEB34791	F64!/F17!:A-:B54	1119	123																																																				
TEA_E8811	E8811	6933	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083012	GCA_902844925.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	1494																																																				
TEA_E8848	E8848	6937	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082873	GCA_902842395.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	305_1047																																																				
TEA_E8856	E8856	10	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083003	GCA_902843775.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	305_1047																																																				
TEA_E8988	E8988	10	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082982	GCA_902843535.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	5_1020_1036_1160																																																				
TEA_E9138	E9138	10	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082903	GCA_902842685.1	NA	PRJEB34791	F-:A-:B-	549	5_1020_1036_1160																																																				
TEA_E9141	E9141	10	Environmental	Water	Other	2013	TEA	QLD	SAMEA6083150	GCA_902845355.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	5_1020_1036_1160																																																				
TEA_E9180	E9180	85	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082547	GCA_902840855.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	1422																																																				
TEA_E9182	E9182	602	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082500	GCA_902838625.1	NA	PRJEB34791	F56:A6:B24*	Unclustered (Singleton)	80																																																				
TEA_E9202	E9202	201	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082590	GCA_902839555.1	NA	PRJEB34791	C1:A-:B61	Unclustered (Singleton)	18																																																				
TEA_E9207	E9207	154	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082731	GCA_902840895.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	50																																																				
TEA_E9208	E9208	58	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082745	GCA_902841055.1	NA	PRJEB34791	F17*:A19*:B23	Unclustered (Singleton)	11																																																				
TEA_E9213	E9213	657	Environmental	Water	Other	2013	TEA	QLD	SAMEA6083606	GCA_902849835.1	NA	PRJEB34791	F8*:A19*:B-	Unclustered (Singleton)	173																																																				
TEA_E9254	E9254	1087	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082663	GCA_902840185.1	NA	PRJEB34791	F74:A-:B41	Unclustered (Singleton)	1493																																																				
TEA_E9273	E9273	196	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082950	GCA_902843245.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	420																																																				
TEA_E9303	E9303	491	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083007	GCA_902843835.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	100																																																				
TEA_E9319	E9319	3672	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083047	GCA_902844125.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	234																																																				
TEA_E9345	E9345	95	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082711	GCA_902840595.1	NA	PRJEB34791	F13:A-:B7*	Unclustered (Singleton)	9_1394																																																				
TEA_E9427	E9427	5903	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083188	GCA_902845815.1	NA	PRJEB34791	F16:A19?*:B-	Unclustered (Singleton)	1492																																																				
TEA_E9432	E9432	1494	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083263	GCA_902846655.1	NA	PRJEB34791	F-:A-:B-	259	225																																																				
TEA_E9465	E9465	6333	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083154	GCA_902845395.1	NA	PRJEB34791	F-:A-:B-	737	91																																																				
TEA_E9472	E9472	681	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083478	GCA_902848665.1	NA	PRJEB34791	F33*:A17*:B40	Unclustered (Singleton)	184																																																				
TEA_E9567	E9567	1567	Environmental	Water	Other	2013	TEA	NSW	SAMEA6082875	GCA_902842445.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	914																																																				
TEA_E9576	E9576	5799	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083525	GCA_902848975.1	NA	PRJEB34791	F44?*:A-:B-	Unclustered (Singleton)	1491																																																				
TEA_E9644	E9644	1873	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083118	GCA_902845065.1	NA	PRJEB34791	F59*:A-:B-	Unclustered (Singleton)	1490																																																				
TEA_E9650	E9650	847	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083025	GCA_902843925.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	111																																																				
TEA_E9661	E9661	10	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083029	GCA_902843965.1	NA	PRJEB34791	F106*:A-:B-	Unclustered (Singleton)	28_741_1324																																																				
TEA_E9693	E9693	1925	Environmental	Water	Other	2013	TEA	NSW	SAMEA6083125	GCA_902845075.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	1412																																																				
TEA_E9742	E9742	10	Environmental	Water	Other	2013	TEA	QLD	SAMEA6083052	GCA_902844225.1	NA	PRJEB34791	F-:A-:B-	549	5_1020_1036_1160																																																				
TEA_E9781	E9781	155	Environmental	Water	Other	2014	TEA	QLD	SAMEA6082770	GCA_902841325.1	NA	PRJEB34791	F-:A-:B76*	Unclustered (Singleton)	11																																																				
TEA_E9783	E9783	196	Environmental	Water	Other	2014	TEA	QLD	SAMEA6082469	GCA_902838415.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	91																																																				
TEA_E9790	E9790	609	Environmental	Water	Other	2014	TEA	QLD	SAMEA6083160	GCA_902845435.1	NA	PRJEB34791	F-:A-:B-	505	271																																																				
TEA_E9791	E9791	10	Environmental	Water	Other	2014	TEA	QLD	SAMEA6082841	GCA_902841965.1	NA	PRJEB34791	F-:A-:B-	549	5_1020_1036_1160																																																				
TEA_E9796	E9796	6190	Environmental	Water	Other	2014	TEA	QLD	SAMEA6082667	GCA_902840195.1	NA	PRJEB34791	F-:A8:B-	Unclustered (Singleton)	916																																																				
TEA_E9802	E9802	196	Environmental	Water	Other	2014	TEA	QLD	SAMEA6082747	GCA_902841075.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	91																																																				
TEA_E9844	E9844	162	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082489	GCA_902838635.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	18																																																				
TEA_E9855	E9855	7967	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082712	GCA_902840605.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	468																																																				
TEA_E9866	E9866	2800	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082548	GCA_902839265.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	528																																																				
TEA_E9870	E9870	6973	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082755	GCA_902841215.1	NA	PRJEB34791	F81?*:A-:B59*	Unclustered (Singleton)	1489																																																				
TEA_E9872	E9872	2280	Environmental	Water	Other	2013	TEA	QLD	SAMEA6082697	GCA_902840575.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	297																																																				
TEA_E9890	E9890	Novel - reads unavailable for assignment in Enterobase	Environmental	Water	Other	2013	TEA	QLD	SAMEA6083245	GCA_902846315.1	NA	PRJEB34791	C4:A-:B56*	Unclustered (Singleton)	1488																																																				
TEA_GNB_2711	GNB_2711	Novel - reads unavailable for assignment in Enterobase	Human	Human	Extraintestinal	2012	TEA	VIC	SAMEA6083576	GCA_902849575.1	NA	PRJEB34791	F1:A1:B1	Unclustered (Singleton)	31_757_1000																																																				
TEA_GNB_2781	GNB_2781	648	Human	Human	Extraintestinal	2012	TEA	NSW	SAMEA6083556	GCA_902849445.1	NA	PRJEB34791	F2!/F1!:A1:B1	Unclustered (Singleton)	31_757_1000																																																				
TEA_GNB_2809	GNB_2809	648	Human	Human	Extraintestinal	2012	TEA	NSW	SAMEA6083550	GCA_902849305.1	NA	PRJEB34791	F1:A-:B20	Unclustered (Singleton)	31_757_1000																																																				
TEA_GNB_2829	GNB_2829	354	Human	Human	Extraintestinal	2012	TEA	NT	SAMEA6083543	GCA_902849115.1	NA	PRJEB34791	C4:A-:B1	Unclustered (Singleton)	76_548																																																				
TEA_GNB_2838	GNB_2838	648	Human	Human	Extraintestinal	2012	TEA	ACT	SAMEA6083523	GCA_902848995.1	NA	PRJEB34791	F36!/F31!:A4:B1	Unclustered (Singleton)	31_757_1000																																																				
TEA_GNB_2846	GNB_2846	1193	Human	Human	Extraintestinal	2012	TEA	NSW	SAMEA6082419	GCA_902837795.1	NA	PRJEB34791	F-:A1:B10	20	15																																																				
TEA_GNB_3401	GNB_3401	1193	Human	Human	Extraintestinal	2012	TEA	NSW	SAMEA6082662	GCA_902840155.1	NA	PRJEB34791	F-:A1:B10	20	15																																																				
TEA_GNB_3697	GNB_3697	648	Human	Human	Extraintestinal	2012	TEA	VIC	SAMEA6083562	GCA_902849455.1	NA	PRJEB34791	F1:A1:B1	720	31_757_1000																																																				
TEA_GOOG6	GOOG6	1494	Environmental	Water	Other	2015	TEA	ACT	SAMEA6083271	GCA_902846715.1	NA	PRJEB34791	F-:A-:B-	259	225																																																				
TEA_H002	H002	48	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6083375	GCA_902847695.1	NA	PRJEB34791	C4:A-:B57?	Unclustered (Singleton)	46_970_1117_1220_1279																																																				
TEA_H008	H008	95	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082436	GCA_902838035.1	NA	PRJEB34791	F51:A-:B10	152	9_1394																																																				
TEA_H019	H019	2967	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082821	GCA_902841825.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	248																																																				
TEA_H020	H020	73	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082580	GCA_902839435.1	NA	PRJEB34791	F51:A-:B10	192	8																																																				
TEA_H022	H022	5425	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082435	GCA_902837965.1	NA	PRJEB34791	F51:A-:B10	Unclustered (Singleton)	9_1394																																																				
TEA_H025	H025	1434	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082900	GCA_902842635.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	114																																																				
TEA_H030	H030	117	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6083541	GCA_902849245.1	NA	PRJEB34791	F4/C4:A-:B40	Unclustered (Singleton)	21																																																				
TEA_H034	H034	409	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6083366	GCA_902847425.1	NA	PRJEB34791	F100:A-:B-	Unclustered (Singleton)	132																																																				
TEA_H035	H035	10	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082867	GCA_902842305.1	NA	PRJEB34791	F98!/F51!:A-:B65	Unclustered (Singleton)	5_1020_1036_1160																																																				
TEA_H038	H038	62	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6083593	GCA_902849725.1	NA	PRJEB34791	F2:A-:B-	Unclustered (Singleton)	53																																																				
TEA_H053	H053	3764	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6083093	GCA_902844605.1	NA	PRJEB34791	F2:A-:B1	Unclustered (Singleton)	45																																																				
TEA_H055	H055	88	Human	Human	Extraintestinal	2001	TEA	ACT	SAMEA6082560	GCA_902839185.1	NA	PRJEB34791	F-:A-:B-	Unclustered (Singleton)	12																																																				
