name	resistance	class_includes_CIA_res	resistance_genes_present	genes	Strain_count_of_AMR_gene_classes	Strain_MDR_status	Strain_CIA_status	Strain_count_of_AMR_genes
ERR5355908	Trimethoprim	FALSE	1	dfrA12	7	1	1	10
ERR5355908	Streptomycin	FALSE	1	aadA2	7	1	1	10
ERR5355908	Macrolide	TRUE	1	mph(A)	7	1	1	10
ERR5355908	Gentamicin	FALSE	1	aac(3)-IId	7	1	1	10
ERR5355908	Chloramphenicol	FALSE	1	catA1	7	1	1	10
AusGEM_00777	Efflux	FALSE	1	emrD*	4	1	1	6
AusGEM_00777	Other_antimicrobial	FALSE	1	cyaA_S352T,sat2	4	1	1	6
AusGEM_00777	Quinolone	TRUE	1	gyrA_S83L	4	1	1	6
AusGEM_00777	Tetracycline	FALSE	1	tet(A)	4	1	1	6
AusGEM_00777	Trimethoprim	FALSE	1	dfrA1	4	1	1	6
AusGEM_00777	Streptomycin	FALSE	1	aadA1	4	1	1	6
ERR5355850	ESBL	TRUE	1	blaCTX-M-15	6	1	1	9
ERR5355850	Efflux	FALSE	1	emrD*	6	1	1	9
ERR5355850	Other_antimicrobial	FALSE	1	cyaA_S352T,sat2	6	1	1	9
ERR5355850	Quinolone	TRUE	1	gyrA_S83L	6	1	1	9
ERR5355850	Tetracycline	FALSE	1	tet(A)	6	1	1	9
ERR5355850	Trimethoprim	FALSE	1	dfrA1	6	1	1	9
ERR5355850	Streptomycin	FALSE	1	aadA1	6	1	1	9
ERR5355850	Macrolide	TRUE	1	mph(A)	6	1	1	9
ERR5355850	Beta-lactamase_(unknown_spectrum)	FALSE	1	blaTEM-190	6	1	1	9
AUSMDU00019362	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	5	1	1	8
AUSMDU00019362	ESBL	TRUE	1	blaCTX-M-15	5	1	1	8
AUSMDU00019362	Efflux	FALSE	1	emrD*	5	1	1	8
AUSMDU00019362	Other_antimicrobial	FALSE	1	cyaA_S352T,sat2	5	1	1	8
AUSMDU00019362	Quinolone	TRUE	1	gyrA_S83L,qnrS1	5	1	1	8
AUSMDU00019362	Tetracycline	FALSE	1	tet(A)	5	1	1	8
AUSMDU00019362	Trimethoprim	FALSE	1	dfrA1	5	1	1	8
AUSMDU00019362	Streptomycin	FALSE	1	aadA1	5	1	1	8
AUSMDU00037482	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	3	1	0	5
AUSMDU00037482	Efflux	FALSE	1	emrD*	3	1	0	5
AUSMDU00037482	Other_antimicrobial	FALSE	1	cyaA_S352T,sat2	3	1	0	5
AUSMDU00037482	Trimethoprim	FALSE	1	dfrA1	3	1	0	5
AUSMDU00037482	Streptomycin	FALSE	1	aadA1	3	1	0	5
ERR5355617	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	7	1	1	10
ERR5355617	Efflux	FALSE	1	emrD*	7	1	1	10
ERR5355617	Other_antimicrobial	FALSE	1	cyaA_S352T	7	1	1	10
ERR5355617	Quinolone	TRUE	1	gyrA_S83L	7	1	1	10
ERR5355617	Tetracycline	FALSE	1	tet(A)	7	1	1	10
ERR5355617	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	10
ERR5355617	Trimethoprim	FALSE	1	dfrA12	7	1	1	10
ERR5355617	Streptomycin	FALSE	1	aadA2,aph(3'')-Ib,aph(6)-Id	7	1	1	10
ERR5355617	Macrolide	TRUE	1	mph(A)	7	1	1	10
ERR5355617	Gentamicin	FALSE	1	aac(3)-IId	7	1	1	10
AusGEM_00788	Efflux	FALSE	1	emrD*	2	0	0	4
AusGEM_00788	Other_antimicrobial	FALSE	1	cyaA_S352T	2	0	0	4
AusGEM_00788	Trimethoprim	FALSE	1	dfrA17	2	0	0	4
AusGEM_00788	Chloramphenicol	FALSE	1	catA1	2	0	0	4
TEA_H352	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	3	1	0	5
TEA_H352	Efflux	FALSE	1	emrD*	3	1	0	5
TEA_H352	Other_antimicrobial	FALSE	1	cyaA_S352T	3	1	0	5
TEA_H352	Sulfonamide	FALSE	1	sul2	3	1	0	5
TEA_H352	Streptomycin	FALSE	1	aph(3'')-Ib	3	1	0	5
SRR4241797	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	3	1	0	5
SRR4241797	Efflux	FALSE	1	emrD*	3	1	0	5
SRR4241797	Other_antimicrobial	FALSE	1	cyaA_S352T	3	1	0	5
SRR4241797	Sulfonamide	FALSE	1	sul2	3	1	0	5
SRR4241797	Streptomycin	FALSE	1	aph(3'')-Ib	3	1	0	5
TEA_H038	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	1	0	0	3
TEA_H038	Efflux	FALSE	1	emrD*	1	0	0	3
TEA_H038	Other_antimicrobial	FALSE	1	cyaA_S352T	1	0	0	3
SRR4241796	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	1	0	0	3
SRR4241796	Efflux	FALSE	1	emrD*	1	0	0	3
SRR4241796	Other_antimicrobial	FALSE	1	cyaA_S352T	1	0	0	3
TEA_H366	Efflux	FALSE	1	emrD*	0	0	0	2
TEA_H366	Other_antimicrobial	FALSE	1	cyaA_S352T	0	0	0	2
SRR4241798	Efflux	FALSE	1	emrD*	0	0	0	2
SRR4241798	Other_antimicrobial	FALSE	1	cyaA_S352T	0	0	0	2
ERR5355580	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	1	0	0	3
ERR5355580	Efflux	FALSE	1	emrD*	1	0	0	3
ERR5355580	Other_antimicrobial	FALSE	1	cyaA_S352T	1	0	0	3
AUSMDU00024594	ESBL_(AmpC_type)	TRUE	1	blaCMY-16	8	1	1	15
AUSMDU00024594	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1,blaTEM-1	8	1	1	15
AUSMDU00024594	ESBL	TRUE	1	blaCTX-M-15	8	1	1	15
AUSMDU00024594	Efflux	FALSE	1	acrF*,emrD*,mdtM*	8	1	1	15
AUSMDU00024594	Other_antimicrobial	FALSE	1	cyaA_S352T	8	1	1	15
AUSMDU00024594	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	15
AUSMDU00024594	Tetracycline	FALSE	1	tet(B)	8	1	1	15
AUSMDU00024594	Sulfonamide	FALSE	1	sul1	8	1	1	15
AUSMDU00024594	Trimethoprim	FALSE	1	dfrA17	8	1	1	15
AUSMDU00024594	Streptomycin	FALSE	1	aadA5	8	1	1	15
AUSMDU00024594	Macrolide	TRUE	1	mph(A)	8	1	1	15
AUSMDU00024594	Gentamicin	FALSE	1	aac(3)-IIe	8	1	1	15
AUSMDU00024594	Aztreonam	FALSE	1	ftsI_N337NYRIN	8	1	1	15
AUSMDU00024594	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	15
AUSMDU00024594	Chloramphenicol	FALSE	1	catA1	8	1	1	15
AUSMDU00013459	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1,blaTEM-1	8	1	1	16
AUSMDU00013459	ESBL	TRUE	1	blaCTX-M-15	8	1	1	16
AUSMDU00013459	Efflux	FALSE	1	acrF*,emrD*,mdtM*	8	1	1	16
AUSMDU00013459	Other_antimicrobial	FALSE	1	ble,cyaA_S352T	8	1	1	16
AUSMDU00013459	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	16
AUSMDU00013459	Tetracycline	FALSE	1	tet(B)	8	1	1	16
AUSMDU00013459	Sulfonamide	FALSE	1	sul1	8	1	1	16
AUSMDU00013459	Trimethoprim	FALSE	1	dfrA12,dfrA17	8	1	1	16
AUSMDU00013459	Streptomycin	FALSE	1	aadA2,aadA5	8	1	1	16
AUSMDU00013459	Macrolide	TRUE	1	erm(B)*,mph(A)	8	1	1	16
AUSMDU00013459	Gentamicin	FALSE	1	aac(3)-IIe	8	1	1	16
AUSMDU00013459	Aztreonam	FALSE	1	ftsI_N337NYRIN	8	1	1	16
AUSMDU00013459	Carbapenemase_(MBL)	TRUE	1	blaNDM-5	8	1	1	16
AUSMDU00013459	Aminoglycosides_(Ribosomal_methyltransferase)	FALSE	1	rmtB1	8	1	1	16
AUSMDU00013459	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	16
AUSMDU00013459	Chloramphenicol	FALSE	1	catA1	8	1	1	16
AUSMDU00036798	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1,blaTEM-1	8	1	1	15
AUSMDU00036798	ESBL	TRUE	1	blaCTX-M-15	8	1	1	15
AUSMDU00036798	Efflux	FALSE	1	acrF*,emrD*,mdtM*	8	1	1	15
AUSMDU00036798	Other_antimicrobial	FALSE	1	ble,cyaA_S352T	8	1	1	15
AUSMDU00036798	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	15
AUSMDU00036798	Tetracycline	FALSE	1	tet(B)	8	1	1	15
AUSMDU00036798	Sulfonamide	FALSE	1	sul1	8	1	1	15
AUSMDU00036798	Trimethoprim	FALSE	1	dfrA17	8	1	1	15
AUSMDU00036798	Streptomycin	FALSE	1	aadA5	8	1	1	15
AUSMDU00036798	Macrolide	TRUE	1	mph(A)	8	1	1	15
AUSMDU00036798	Gentamicin	FALSE	1	aac(3)-IIe	8	1	1	15
AUSMDU00036798	Aztreonam	FALSE	1	ftsI_N337NYRIN	8	1	1	15
AUSMDU00036798	Carbapenemase_(MBL)	TRUE	1	blaNDM-5	8	1	1	15
AUSMDU00036798	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	15
AUSMDU00036798	Chloramphenicol	FALSE	1	catA1	8	1	1	15
AUSMDU00009504	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1,blaTEM-1	8	1	1	15
AUSMDU00009504	ESBL	TRUE	1	blaCTX-M-15	8	1	1	15
AUSMDU00009504	Efflux	FALSE	1	acrF*,emrD*,mdtM*	8	1	1	15
AUSMDU00009504	Other_antimicrobial	FALSE	1	ble,cyaA_S352T	8	1	1	15
AUSMDU00009504	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	15
AUSMDU00009504	Tetracycline	FALSE	1	tet(B)	8	1	1	15
AUSMDU00009504	Sulfonamide	FALSE	1	sul1	8	1	1	15
AUSMDU00009504	Trimethoprim	FALSE	1	dfrA17	8	1	1	15
AUSMDU00009504	Streptomycin	FALSE	1	aadA5	8	1	1	15
AUSMDU00009504	Macrolide	TRUE	1	mph(A)	8	1	1	15
AUSMDU00009504	Gentamicin	FALSE	1	aac(3)-IIe	8	1	1	15
AUSMDU00009504	Aztreonam	FALSE	1	ftsI_N337NYRIN	8	1	1	15
AUSMDU00009504	Carbapenemase_(MBL)	TRUE	1	blaNDM-5	8	1	1	15
AUSMDU00009504	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	15
AUSMDU00009504	Chloramphenicol	FALSE	1	catA1	8	1	1	15
AUSMDU00024937	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1,blaTEM-1	6	1	1	13
AUSMDU00024937	ESBL	TRUE	1	blaCTX-M-15	6	1	1	13
AUSMDU00024937	Efflux	FALSE	1	acrF*,emrD*,mdtM*	6	1	1	13
AUSMDU00024937	Other_antimicrobial	FALSE	1	ble,cyaA_S352T	6	1	1	13
AUSMDU00024937	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	6	1	1	13
AUSMDU00024937	Sulfonamide	FALSE	1	sul1	6	1	1	13
AUSMDU00024937	Trimethoprim	FALSE	1	dfrA12	6	1	1	13
AUSMDU00024937	Streptomycin	FALSE	1	aadA2	6	1	1	13
AUSMDU00024937	Macrolide	TRUE	1	erm(B)*,mph(A)	6	1	1	13
AUSMDU00024937	Gentamicin	FALSE	1	aac(3)-IIe	6	1	1	13
AUSMDU00024937	Aztreonam	FALSE	1	ftsI_N337NYRIN	6	1	1	13
AUSMDU00024937	Carbapenemase_(MBL)	TRUE	1	blaNDM-5	6	1	1	13
AUSMDU00024937	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	6	1	1	13
AUSMDU00062657	ESBL_(AmpC_type)	TRUE	1	blaCMY-42	7	1	1	14
AUSMDU00062657	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1,blaTEM-1	7	1	1	14
AUSMDU00062657	ESBL	TRUE	1	blaCTX-M-15	7	1	1	14
AUSMDU00062657	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	14
AUSMDU00062657	Other_antimicrobial	FALSE	1	cyaA_S352T	7	1	1	14
AUSMDU00062657	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	7	1	1	14
AUSMDU00062657	Sulfonamide	FALSE	1	sul1	7	1	1	14
AUSMDU00062657	Trimethoprim	FALSE	1	dfrA12	7	1	1	14
AUSMDU00062657	Streptomycin	FALSE	1	aadA2	7	1	1	14
AUSMDU00062657	Macrolide	TRUE	1	erm(B)*,mph(A)	7	1	1	14
AUSMDU00062657	Gentamicin	FALSE	1	aac(3)-IIe	7	1	1	14
AUSMDU00062657	Aztreonam	FALSE	1	ftsI_N337NYRIN	7	1	1	14
AUSMDU00062657	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	7	1	1	14
AUSMDU00062657	Rifamycin	FALSE	1	rpoB_V146F	7	1	1	14
AUSMDU00008644	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1,blaTEM-1	8	1	1	13
AUSMDU00008644	ESBL	TRUE	1	blaCTX-M-15	8	1	1	13
AUSMDU00008644	Efflux	FALSE	1	acrF*,emrD*,mdtM*	8	1	1	13
AUSMDU00008644	Other_antimicrobial	FALSE	1	cyaA_S352T	8	1	1	13
AUSMDU00008644	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	13
AUSMDU00008644	Tetracycline	FALSE	1	tet(B)	8	1	1	13
AUSMDU00008644	Sulfonamide	FALSE	1	sul1	8	1	1	13
AUSMDU00008644	Trimethoprim	FALSE	1	dfrA17	8	1	1	13
AUSMDU00008644	Streptomycin	FALSE	1	aadA5	8	1	1	13
AUSMDU00008644	Macrolide	TRUE	1	mph(A)	8	1	1	13
AUSMDU00008644	Gentamicin	FALSE	1	aac(3)-IIe	8	1	1	13
AUSMDU00008644	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	13
AUSMDU00008644	Chloramphenicol	FALSE	1	catA1	8	1	1	13
AUSMDU00019050	ESBL_(AmpC_type)	TRUE	1	blaCMY-2	5	1	1	10
AUSMDU00019050	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1,blaTEM-1	5	1	1	10
AUSMDU00019050	ESBL	TRUE	1	blaCTX-M-15	5	1	1	10
AUSMDU00019050	Efflux	FALSE	1	acrF*,emrD*,mdtM*	5	1	1	10
AUSMDU00019050	Other_antimicrobial	FALSE	1	cyaA_S352T	5	1	1	10
AUSMDU00019050	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	5	1	1	10
AUSMDU00019050	Tetracycline	FALSE	1	tet(B)	5	1	1	10
AUSMDU00019050	Gentamicin	FALSE	1	aac(3)-IIe	5	1	1	10
AUSMDU00019050	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	5	1	1	10
AUSMDU00019050	Chloramphenicol	FALSE	1	catA1	5	1	1	10
AUSMDU00014655	ESBL_(AmpC_type)	TRUE	1	blaCMY-42	4	1	1	10
AUSMDU00014655	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1,blaTEM-1	4	1	1	10
AUSMDU00014655	ESBL	TRUE	1	blaCTX-M-15	4	1	1	10
AUSMDU00014655	Efflux	FALSE	1	acrF*,emrD*,mdtM*	4	1	1	10
AUSMDU00014655	Other_antimicrobial	FALSE	1	cyaA_S352T	4	1	1	10
AUSMDU00014655	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	4	1	1	10
AUSMDU00014655	Tetracycline	FALSE	1	tet(A)	4	1	1	10
AUSMDU00014655	Gentamicin	FALSE	1	aac(3)-IIe	4	1	1	10
AUSMDU00014655	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	4	1	1	10
AUSMDU00014655	Kanamycin	FALSE	1	aph(3')-Ia	4	1	1	10
AUSMDU00036295	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1,blaTEM-1	7	1	1	11
AUSMDU00036295	ESBL	TRUE	1	blaCTX-M-15	7	1	1	11
AUSMDU00036295	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	11
AUSMDU00036295	Other_antimicrobial	FALSE	1	cyaA_S352T	7	1	1	11
AUSMDU00036295	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A,qnrS1	7	1	1	11
AUSMDU00036295	Tetracycline	FALSE	1	tet(B)	7	1	1	11
AUSMDU00036295	Sulfonamide	FALSE	1	sul1	7	1	1	11
AUSMDU00036295	Trimethoprim	FALSE	1	dfrA17	7	1	1	11
AUSMDU00036295	Streptomycin	FALSE	1	aadA5	7	1	1	11
AUSMDU00036295	Macrolide	TRUE	1	mph(A)	7	1	1	11
AUSMDU00036295	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	7	1	1	11
AUSMDU00017422	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1,blaTEM-1	7	1	1	12
AUSMDU00017422	ESBL	TRUE	1	blaCTX-M-15	7	1	1	12
AUSMDU00017422	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	12
AUSMDU00017422	Other_antimicrobial	FALSE	1	cyaA_S352T	7	1	1	12
AUSMDU00017422	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	7	1	1	12
AUSMDU00017422	Tetracycline	FALSE	1	tet(B)	7	1	1	12
AUSMDU00017422	Sulfonamide	FALSE	1	sul1	7	1	1	12
AUSMDU00017422	Trimethoprim	FALSE	1	dfrA17	7	1	1	12
AUSMDU00017422	Streptomycin	FALSE	1	aadA5	7	1	1	12
AUSMDU00017422	Macrolide	TRUE	1	mph(A)	7	1	1	12
AUSMDU00017422	Gentamicin	FALSE	1	aac(3)-IIe	7	1	1	12
AUSMDU00017422	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	7	1	1	12
SRR6456001	ESBL_(AmpC_type)	TRUE	1	blaCMY-2	4	1	1	9
SRR6456001	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1*,blaTEM-1	4	1	1	9
SRR6456001	ESBL	TRUE	1	blaCTX-M-15	4	1	1	9
SRR6456001	Efflux	FALSE	1	acrF*,emrD*,mdtM*	4	1	1	9
SRR6456001	Other_antimicrobial	FALSE	1	cyaA_S352T	4	1	1	9
SRR6456001	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	4	1	1	9
SRR6456001	Tetracycline	FALSE	1	tet(B)	4	1	1	9
SRR6456001	Gentamicin	FALSE	1	aac(3)-IIe	4	1	1	9
SRR6456001	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	4	1	1	9
AUSMDU00011888	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1,blaTEM-1	8	1	1	13
AUSMDU00011888	ESBL	TRUE	1	blaCTX-M-15	8	1	1	13
AUSMDU00011888	Efflux	FALSE	1	acrF*,emrD*,mdtM*	8	1	1	13
AUSMDU00011888	Other_antimicrobial	FALSE	1	cyaA_S352T	8	1	1	13
AUSMDU00011888	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	13
AUSMDU00011888	Tetracycline	FALSE	1	tet(B)	8	1	1	13
AUSMDU00011888	Sulfonamide	FALSE	1	sul1	8	1	1	13
AUSMDU00011888	Trimethoprim	FALSE	1	dfrA17	8	1	1	13
AUSMDU00011888	Streptomycin	FALSE	1	aadA5	8	1	1	13
AUSMDU00011888	Macrolide	TRUE	1	mph(A)	8	1	1	13
AUSMDU00011888	Gentamicin	FALSE	1	aac(3)-IIe	8	1	1	13
AUSMDU00011888	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	13
AUSMDU00011888	Chloramphenicol	FALSE	1	catA1	8	1	1	13
AUSMDU00008595	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1,blaTEM-1	4	1	1	8
AUSMDU00008595	ESBL	TRUE	1	blaCTX-M-15	4	1	1	8
AUSMDU00008595	Efflux	FALSE	1	emrD*,mdtM*	4	1	1	8
AUSMDU00008595	Other_antimicrobial	FALSE	1	cyaA_S352T	4	1	1	8
AUSMDU00008595	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	4	1	1	8
AUSMDU00008595	Tetracycline	FALSE	1	tet(B)	4	1	1	8
AUSMDU00008595	Gentamicin	FALSE	1	aac(3)-IIe	4	1	1	8
AUSMDU00008595	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	4	1	1	8
TEA_GNB_2711	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1,blaTEM-1	8	1	1	13
TEA_GNB_2711	ESBL	TRUE	1	blaCTX-M-15	8	1	1	13
TEA_GNB_2711	Efflux	FALSE	1	acrF*,emrD*,mdtM*	8	1	1	13
TEA_GNB_2711	Other_antimicrobial	FALSE	1	cyaA_S352T	8	1	1	13
TEA_GNB_2711	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	13
TEA_GNB_2711	Tetracycline	FALSE	1	tet(B)	8	1	1	13
TEA_GNB_2711	Sulfonamide	FALSE	1	sul1,sul2	8	1	1	13
TEA_GNB_2711	Trimethoprim	FALSE	1	dfrA17	8	1	1	13
TEA_GNB_2711	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	8	1	1	13
TEA_GNB_2711	Macrolide	TRUE	1	mph(A)	8	1	1	13
TEA_GNB_2711	Gentamicin	FALSE	1	aac(3)-IIe	8	1	1	13
TEA_GNB_2711	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	13
TEA_GNB_2711	Chloramphenicol	FALSE	1	catA1	8	1	1	13
SRR4241836	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1,blaTEM-1	8	1	1	13
SRR4241836	ESBL	TRUE	1	blaCTX-M-15	8	1	1	13
SRR4241836	Efflux	FALSE	1	acrF*,emrD*,mdtM*	8	1	1	13
SRR4241836	Other_antimicrobial	FALSE	1	cyaA_S352T	8	1	1	13
SRR4241836	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	13
SRR4241836	Tetracycline	FALSE	1	tet(B)	8	1	1	13
SRR4241836	Sulfonamide	FALSE	1	sul1,sul2	8	1	1	13
SRR4241836	Trimethoprim	FALSE	1	dfrA17	8	1	1	13
SRR4241836	Streptomycin	FALSE	1	aadA5,aph(3'')-Ib,aph(6)-Id	8	1	1	13
SRR4241836	Macrolide	TRUE	1	mph(A)	8	1	1	13
SRR4241836	Gentamicin	FALSE	1	aac(3)-IIe	8	1	1	13
SRR4241836	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	13
SRR4241836	Chloramphenicol	FALSE	1	catA1	8	1	1	13
TEA_GNB_3697	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1*,blaTEM-1	6	1	1	11
TEA_GNB_3697	ESBL	TRUE	1	blaCTX-M-15	6	1	1	11
TEA_GNB_3697	Efflux	FALSE	1	acrF*,emrD*,mdtM*	6	1	1	11
TEA_GNB_3697	Other_antimicrobial	FALSE	1	cyaA_S352T	6	1	1	11
TEA_GNB_3697	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	6	1	1	11
TEA_GNB_3697	Sulfonamide	FALSE	1	sul1	6	1	1	11
TEA_GNB_3697	Trimethoprim	FALSE	1	dfrA17	6	1	1	11
TEA_GNB_3697	Streptomycin	FALSE	1	aadA5	6	1	1	11
TEA_GNB_3697	Macrolide	TRUE	1	erm(B)*,mph(A)	6	1	1	11
TEA_GNB_3697	Gentamicin	FALSE	1	aac(3)-IIe	6	1	1	11
TEA_GNB_3697	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	6	1	1	11
AUSMDU00070162	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1,blaTEM-1	8	1	1	14
AUSMDU00070162	ESBL	TRUE	1	blaCTX-M-15	8	1	1	14
AUSMDU00070162	Efflux	FALSE	1	acrF*,emrD*,mdtM*	8	1	1	14
AUSMDU00070162	Other_antimicrobial	FALSE	1	cyaA_S352T	8	1	1	14
AUSMDU00070162	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	14
AUSMDU00070162	Tetracycline	FALSE	1	tet(B)	8	1	1	14
AUSMDU00070162	Sulfonamide	FALSE	1	sul1	8	1	1	14
AUSMDU00070162	Trimethoprim	FALSE	1	dfrA17	8	1	1	14
AUSMDU00070162	Streptomycin	FALSE	1	aadA5	8	1	1	14
AUSMDU00070162	Macrolide	TRUE	1	mph(A)	8	1	1	14
AUSMDU00070162	Gentamicin	FALSE	1	aac(3)-IIe	8	1	1	14
AUSMDU00070162	Carbapenemase	TRUE	1	blaOXA-48	8	1	1	14
AUSMDU00070162	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	14
AUSMDU00070162	Chloramphenicol	FALSE	1	catA1	8	1	1	14
AUSMDU00008551	ESBL_(AmpC_type)	TRUE	1	blaDHA-1	7	1	1	15
AUSMDU00008551	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1,blaTEM-1	7	1	1	15
AUSMDU00008551	ESBL	TRUE	1	blaCTX-M-15	7	1	1	15
AUSMDU00008551	Efflux	FALSE	1	acrF*,emrD*,mdtM*	7	1	1	15
AUSMDU00008551	Other_antimicrobial	FALSE	1	cyaA_S352T	7	1	1	15
AUSMDU00008551	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A,qnrB4,qnrS1	7	1	1	15
AUSMDU00008551	Tetracycline	FALSE	1	tet(B)	7	1	1	15
AUSMDU00008551	Sulfonamide	FALSE	1	sul1	7	1	1	15
AUSMDU00008551	Trimethoprim	FALSE	1	dfrA17	7	1	1	15
AUSMDU00008551	Streptomycin	FALSE	1	aadA5	7	1	1	15
AUSMDU00008551	Macrolide	TRUE	1	erm(B)*,mph(A)	7	1	1	15
